match_id,venue,innings,batting_team,bowling_team,total_runs
598012,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Royal Challengers Bangalore,31
598013,Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,48
598013,Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,38
598014,Sawai Mansingh Stadium,1,Kings XI Punjab,Rajasthan Royals,34
598014,Sawai Mansingh Stadium,2,Rajasthan Royals,Kings XI Punjab,48
598015,"MA Chidambaram Stadium, Chepauk",1,Pune Warriors,Chennai Super Kings,48
598015,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Pune Warriors,38
598016,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,35
598016,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,45
598017,M Chinnaswamy Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,43
598017,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,48
598018,Subrata Roy Sahara Stadium,1,Sunrisers Hyderabad,Pune Warriors,25
598018,Subrata Roy Sahara Stadium,2,Pune Warriors,Sunrisers Hyderabad,41
598019,Sawai Mansingh Stadium,1,Rajasthan Royals,Mumbai Indians,58
598019,Sawai Mansingh Stadium,2,Mumbai Indians,Rajasthan Royals,26
598020,Feroz Shah Kotla,1,Chennai Super Kings,Delhi Daredevils,39
598020,Feroz Shah Kotla,2,Delhi Daredevils,Chennai Super Kings,32
598021,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,Sunrisers Hyderabad,36
598021,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Kings XI Punjab,33
598022,Eden Gardens,1,Kolkata Knight Riders,Chennai Super Kings,47
598022,Eden Gardens,2,Chennai Super Kings,Kolkata Knight Riders,27
598023,M Chinnaswamy Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,31
598023,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,48
598024,Feroz Shah Kotla,1,Mumbai Indians,Delhi Daredevils,24
598024,Feroz Shah Kotla,2,Delhi Daredevils,Mumbai Indians,60
598025,"Punjab Cricket Association Stadium, Mohali",1,Pune Warriors,Kings XI Punjab,48
598025,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Pune Warriors,55
598026,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,Chennai Super Kings,55
598026,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Rajasthan Royals,58
598027,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Pune Warriors,62
598027,M Chinnaswamy Stadium,2,Pune Warriors,Royal Challengers Bangalore,43
598028,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,Delhi Daredevils,53
598028,Himachal Pradesh Cricket Association Stadium,2,Delhi Daredevils,Kings XI Punjab,21
598029,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,61
598029,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,42
598030,"MA Chidambaram Stadium, Chepauk",1,Sunrisers Hyderabad,Chennai Super Kings,40
598030,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Sunrisers Hyderabad,58
598031,Eden Gardens,1,Kings XI Punjab,Kolkata Knight Riders,45
598031,Eden Gardens,2,Kolkata Knight Riders,Kings XI Punjab,45
598032,Sawai Mansingh Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,25
598032,Sawai Mansingh Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,30
598033,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,52
598033,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,35
598034,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kolkata Knight Riders,67
598034,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,Chennai Super Kings,63
598035,Shaheed Veer Narayan Singh International Stadium,1,Delhi Daredevils,Pune Warriors,37
598035,Shaheed Veer Narayan Singh International Stadium,2,Pune Warriors,Delhi Daredevils,43
598036,Sawai Mansingh Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,55
598036,Sawai Mansingh Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,45
598037,Wankhede Stadium,1,Mumbai Indians,Kings XI Punjab,36
598037,Wankhede Stadium,2,Kings XI Punjab,Mumbai Indians,55
598038,Subrata Roy Sahara Stadium,1,Chennai Super Kings,Pune Warriors,29
598038,Subrata Roy Sahara Stadium,2,Pune Warriors,Chennai Super Kings,46
598039,"Rajiv Gandhi International Stadium, Uppal",1,Mumbai Indians,Sunrisers Hyderabad,41
598039,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Mumbai Indians,36
598040,Shaheed Veer Narayan Singh International Stadium,1,Kolkata Knight Riders,Delhi Daredevils,37
598040,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,Kolkata Knight Riders,34
598041,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kings XI Punjab,36
598041,"MA Chidambaram Stadium, Chepauk",2,Kings XI Punjab,Chennai Super Kings,36
598042,Subrata Roy Sahara Stadium,1,Royal Challengers Bangalore,Pune Warriors,30
598042,Subrata Roy Sahara Stadium,2,Pune Warriors,Royal Challengers Bangalore,39
598043,Eden Gardens,1,Rajasthan Royals,Kolkata Knight Riders,32
598043,Eden Gardens,2,Kolkata Knight Riders,Rajasthan Royals,48
598044,"Rajiv Gandhi International Stadium, Uppal",1,Delhi Daredevils,Sunrisers Hyderabad,26
598044,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Delhi Daredevils,41
598045,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,31
598045,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,46
598046,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,32
598046,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,30
598047,Sawai Mansingh Stadium,1,Pune Warriors,Rajasthan Royals,57
598047,Sawai Mansingh Stadium,2,Rajasthan Royals,Pune Warriors,53
598048,M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,40
598048,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,47
598049,Sawai Mansingh Stadium,1,Delhi Daredevils,Rajasthan Royals,42
598049,Sawai Mansingh Stadium,2,Rajasthan Royals,Delhi Daredevils,49
598050,Wankhede Stadium,1,Mumbai Indians,Kolkata Knight Riders,41
598050,Wankhede Stadium,2,Kolkata Knight Riders,Mumbai Indians,38
598051,"Rajiv Gandhi International Stadium, Uppal",1,Chennai Super Kings,Sunrisers Hyderabad,50
598051,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Chennai Super Kings,49
598052,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Rajasthan Royals,37
598052,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Kings XI Punjab,38
598053,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,Pune Warriors,50
598053,Subrata Roy Sahara Stadium,2,Pune Warriors,Kolkata Knight Riders,34
598054,Feroz Shah Kotla,1,Royal Challengers Bangalore,Delhi Daredevils,40
598054,Feroz Shah Kotla,2,Delhi Daredevils,Royal Challengers Bangalore,49
598055,Subrata Roy Sahara Stadium,1,Pune Warriors,Mumbai Indians,36
598055,Subrata Roy Sahara Stadium,2,Mumbai Indians,Pune Warriors,37
598056,"Punjab Cricket Association Stadium, Mohali",1,Sunrisers Hyderabad,Kings XI Punjab,37
598056,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Sunrisers Hyderabad,41
598057,JSCA International Stadium Complex,1,Royal Challengers Bangalore,Kolkata Knight Riders,22
598057,JSCA International Stadium Complex,2,Kolkata Knight Riders,Royal Challengers Bangalore,31
598058,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,37
598058,Sawai Mansingh Stadium,2,Rajasthan Royals,Chennai Super Kings,24
598059,Feroz Shah Kotla,1,Delhi Daredevils,Kings XI Punjab,40
598059,Feroz Shah Kotla,2,Kings XI Punjab,Delhi Daredevils,56
598060,Wankhede Stadium,1,Sunrisers Hyderabad,Mumbai Indians,51
598060,Wankhede Stadium,2,Mumbai Indians,Sunrisers Hyderabad,39
598061,JSCA International Stadium Complex,1,Pune Warriors,Kolkata Knight Riders,42
598061,JSCA International Stadium Complex,2,Kolkata Knight Riders,Pune Warriors,33
598062,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Delhi Daredevils,47
598062,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,Chennai Super Kings,49
598063,Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,43
598063,Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,29
598064,"Punjab Cricket Association Stadium, Mohali",1,Royal Challengers Bangalore,Kings XI Punjab,58
598064,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Royal Challengers Bangalore,41
598065,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Rajasthan Royals,21
598065,"Rajiv Gandhi International Stadium, Uppal",2,Rajasthan Royals,Sunrisers Hyderabad,33
598066,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,Mumbai Indians,35
598066,Himachal Pradesh Cricket Association Stadium,2,Mumbai Indians,Kings XI Punjab,51
598067,Subrata Roy Sahara Stadium,1,Pune Warriors,Delhi Daredevils,40
598067,Subrata Roy Sahara Stadium,2,Delhi Daredevils,Pune Warriors,47
598068,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,76
598068,M Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,56
598069,"Rajiv Gandhi International Stadium, Uppal",1,Kolkata Knight Riders,Sunrisers Hyderabad,32
598069,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Kolkata Knight Riders,45
598070,Feroz Shah Kotla,1,Chennai Super Kings,Mumbai Indians,47
598070,Feroz Shah Kotla,2,Mumbai Indians,Chennai Super Kings,56
598071,Feroz Shah Kotla,1,Sunrisers Hyderabad,Rajasthan Royals,27
598071,Feroz Shah Kotla,2,Rajasthan Royals,Sunrisers Hyderabad,44
598072,Eden Gardens,1,Rajasthan Royals,Mumbai Indians,42
598072,Eden Gardens,2,Mumbai Indians,Rajasthan Royals,45
598073,Eden Gardens,1,Mumbai Indians,Chennai Super Kings,34
598073,Eden Gardens,2,Chennai Super Kings,Mumbai Indians,35
729279,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Mumbai Indians,31
729279,Sheikh Zayed Stadium,2,Mumbai Indians,Kolkata Knight Riders,32
729281,Sharjah Cricket Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,30
729281,Sharjah Cricket Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,50
729283,Sheikh Zayed Stadium,1,Chennai Super Kings,Kings XI Punjab,70
729283,Sheikh Zayed Stadium,2,Kings XI Punjab,Chennai Super Kings,63
729285,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,41
729285,Sheikh Zayed Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,30
729287,Dubai International Cricket Stadium,1,Mumbai Indians,Royal Challengers Bangalore,49
729287,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Mumbai Indians,30
729289,Dubai International Cricket Stadium,1,Kolkata Knight Riders,Delhi Daredevils,31
729289,Dubai International Cricket Stadium,2,Delhi Daredevils,Kolkata Knight Riders,49
729291,Sharjah Cricket Stadium,1,Rajasthan Royals,Kings XI Punjab,53
729291,Sharjah Cricket Stadium,2,Kings XI Punjab,Rajasthan Royals,39
729293,Sheikh Zayed Stadium,1,Chennai Super Kings,Delhi Daredevils,34
729293,Sheikh Zayed Stadium,2,Delhi Daredevils,Chennai Super Kings,24
729295,Sharjah Cricket Stadium,1,Kings XI Punjab,Sunrisers Hyderabad,43
729295,Sharjah Cricket Stadium,2,Sunrisers Hyderabad,Kings XI Punjab,45
729297,Dubai International Cricket Stadium,1,Chennai Super Kings,Rajasthan Royals,47
729297,Dubai International Cricket Stadium,2,Rajasthan Royals,Chennai Super Kings,38
729299,Sharjah Cricket Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,42
729299,Sharjah Cricket Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,49
729301,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Delhi Daredevils,55
729301,Dubai International Cricket Stadium,2,Delhi Daredevils,Sunrisers Hyderabad,44
729303,Dubai International Cricket Stadium,1,Mumbai Indians,Chennai Super Kings,31
729303,Dubai International Cricket Stadium,2,Chennai Super Kings,Mumbai Indians,51
729305,Sheikh Zayed Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,22
729305,Sheikh Zayed Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,36
729307,Sheikh Zayed Stadium,1,Kings XI Punjab,Kolkata Knight Riders,51
729307,Sheikh Zayed Stadium,2,Kolkata Knight Riders,Kings XI Punjab,24
729309,Sharjah Cricket Stadium,1,Mumbai Indians,Delhi Daredevils,37
729309,Sharjah Cricket Stadium,2,Delhi Daredevils,Mumbai Indians,31
729311,Sharjah Cricket Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,37
729311,Sharjah Cricket Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,47
729313,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,44
729313,Dubai International Cricket Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,33
729315,Sheikh Zayed Stadium,1,Rajasthan Royals,Kolkata Knight Riders,41
729315,Sheikh Zayed Stadium,2,Kolkata Knight Riders,Rajasthan Royals,33
729317,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Mumbai Indians,44
729317,Dubai International Cricket Stadium,2,Mumbai Indians,Sunrisers Hyderabad,32
733971,JSCA International Stadium Complex,1,Chennai Super Kings,Kolkata Knight Riders,43
733971,JSCA International Stadium Complex,2,Kolkata Knight Riders,Chennai Super Kings,39
733973,Wankhede Stadium,1,Kings XI Punjab,Mumbai Indians,36
733973,Wankhede Stadium,2,Mumbai Indians,Kings XI Punjab,49
733975,Feroz Shah Kotla,1,Delhi Daredevils,Rajasthan Royals,46
733975,Feroz Shah Kotla,2,Rajasthan Royals,Delhi Daredevils,38
733977,M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,43
733977,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,36
733979,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Kolkata Knight Riders,50
733979,"Sardar Patel Stadium, Motera",2,Kolkata Knight Riders,Rajasthan Royals,50
733981,Feroz Shah Kotla,1,Delhi Daredevils,Chennai Super Kings,46
733981,Feroz Shah Kotla,2,Chennai Super Kings,Delhi Daredevils,49
733983,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,50
733983,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,64
733985,Feroz Shah Kotla,1,Delhi Daredevils,Kolkata Knight Riders,29
733985,Feroz Shah Kotla,2,Kolkata Knight Riders,Delhi Daredevils,52
733987,Barabati Stadium,1,Kings XI Punjab,Chennai Super Kings,38
733987,Barabati Stadium,2,Chennai Super Kings,Kings XI Punjab,46
733989,"Sardar Patel Stadium, Motera",1,Sunrisers Hyderabad,Rajasthan Royals,50
733989,"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Sunrisers Hyderabad,37
733991,M Chinnaswamy Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,59
733991,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,34
733993,Feroz Shah Kotla,1,Delhi Daredevils,Sunrisers Hyderabad,52
733993,Feroz Shah Kotla,2,Sunrisers Hyderabad,Delhi Daredevils,44
733995,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,42
733995,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,38
733997,Barabati Stadium,1,Kings XI Punjab,Kolkata Knight Riders,49
733997,Barabati Stadium,2,Kolkata Knight Riders,Kings XI Punjab,55
733999,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,31
733999,M Chinnaswamy Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,45
734001,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Mumbai Indians,43
734001,"Rajiv Gandhi International Stadium, Uppal",2,Mumbai Indians,Sunrisers Hyderabad,38
734003,JSCA International Stadium Complex,1,Rajasthan Royals,Chennai Super Kings,42
734003,JSCA International Stadium Complex,2,Chennai Super Kings,Rajasthan Royals,48
734005,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Daredevils,34
734005,M Chinnaswamy Stadium,2,Delhi Daredevils,Royal Challengers Bangalore,46
734007,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kings XI Punjab,55
734007,"Rajiv Gandhi International Stadium, Uppal",2,Kings XI Punjab,Sunrisers Hyderabad,86
734009,Barabati Stadium,1,Mumbai Indians,Kolkata Knight Riders,37
734009,Barabati Stadium,2,Kolkata Knight Riders,Mumbai Indians,45
734011,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Delhi Daredevils,52
734011,"Sardar Patel Stadium, Motera",2,Delhi Daredevils,Rajasthan Royals,33
734013,JSCA International Stadium Complex,1,Chennai Super Kings,Royal Challengers Bangalore,39
734013,JSCA International Stadium Complex,2,Royal Challengers Bangalore,Chennai Super Kings,17
734015,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kolkata Knight Riders,41
734015,"Rajiv Gandhi International Stadium, Uppal",2,Kolkata Knight Riders,Sunrisers Hyderabad,30
734017,"Sardar Patel Stadium, Motera",1,Mumbai Indians,Rajasthan Royals,41
734017,"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Mumbai Indians,45
734019,Feroz Shah Kotla,1,Delhi Daredevils,Kings XI Punjab,55
734019,Feroz Shah Kotla,2,Kings XI Punjab,Delhi Daredevils,65
734021,"Rajiv Gandhi International Stadium, Uppal",1,Royal Challengers Bangalore,Sunrisers Hyderabad,25
734021,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Royal Challengers Bangalore,51
734023,Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,35
734023,Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,52
734025,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Mumbai Indians,42
734025,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,62
734027,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,45
734027,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,36
734029,JSCA International Stadium Complex,1,Chennai Super Kings,Sunrisers Hyderabad,60
734029,JSCA International Stadium Complex,2,Sunrisers Hyderabad,Chennai Super Kings,60
734031,Wankhede Stadium,1,Mumbai Indians,Delhi Daredevils,65
734031,Wankhede Stadium,2,Delhi Daredevils,Mumbai Indians,47
734033,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Rajasthan Royals,53
734033,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Kings XI Punjab,44
734035,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,34
734035,M Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,64
734037,Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,49
734037,Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,49
734039,"Punjab Cricket Association Stadium, Mohali",1,Delhi Daredevils,Kings XI Punjab,44
734039,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Delhi Daredevils,48
734041,Wankhede Stadium,1,Rajasthan Royals,Mumbai Indians,35
734041,Wankhede Stadium,2,Mumbai Indians,Rajasthan Royals,71
734043,Eden Gardens,1,Kolkata Knight Riders,Kings XI Punjab,55
734043,Eden Gardens,2,Kings XI Punjab,Kolkata Knight Riders,46
734045,Brabourne Stadium,1,Mumbai Indians,Chennai Super Kings,53
734045,Brabourne Stadium,2,Chennai Super Kings,Mumbai Indians,60
734047,Wankhede Stadium,1,Kings XI Punjab,Chennai Super Kings,70
734047,Wankhede Stadium,2,Chennai Super Kings,Kings XI Punjab,96
734049,M Chinnaswamy Stadium,1,Kings XI Punjab,Kolkata Knight Riders,32
734049,M Chinnaswamy Stadium,2,Kolkata Knight Riders,Kings XI Punjab,59
829705,Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,37
829705,Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,38
829707,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Delhi Daredevils,57
829707,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,Chennai Super Kings,40
829709,Maharashtra Cricket Association Stadium,1,Rajasthan Royals,Kings XI Punjab,35
829709,Maharashtra Cricket Association Stadium,2,Kings XI Punjab,Rajasthan Royals,51
829711,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Sunrisers Hyderabad,49
829711,"MA Chidambaram Stadium, Chepauk",2,Sunrisers Hyderabad,Chennai Super Kings,46
829713,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,53
829713,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,41
829715,Feroz Shah Kotla,1,Delhi Daredevils,Rajasthan Royals,51
829715,Feroz Shah Kotla,2,Rajasthan Royals,Delhi Daredevils,42
829717,Wankhede Stadium,1,Kings XI Punjab,Mumbai Indians,56
829717,Wankhede Stadium,2,Mumbai Indians,Kings XI Punjab,17
829719,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,47
829719,M Chinnaswamy Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,65
829721,"Sardar Patel Stadium, Motera",1,Mumbai Indians,Rajasthan Royals,31
829721,"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Mumbai Indians,42
829723,Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,69
829723,Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,38
829725,Maharashtra Cricket Association Stadium,1,Kings XI Punjab,Delhi Daredevils,41
829725,Maharashtra Cricket Association Stadium,2,Delhi Daredevils,Kings XI Punjab,47
829727,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,35
829727,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,36
829729,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,31
829729,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,90
829731,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Daredevils,Sunrisers Hyderabad,39
829731,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Sunrisers Hyderabad,Delhi Daredevils,50
829733,Maharashtra Cricket Association Stadium,1,Kings XI Punjab,Kolkata Knight Riders,48
829733,Maharashtra Cricket Association Stadium,2,Kolkata Knight Riders,Kings XI Punjab,53
829735,"Sardar Patel Stadium, Motera",1,Chennai Super Kings,Rajasthan Royals,39
829735,"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Chennai Super Kings,47
829737,M Chinnaswamy Stadium,1,Mumbai Indians,Royal Challengers Bangalore,48
829737,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Mumbai Indians,32
829739,Feroz Shah Kotla,1,Delhi Daredevils,Kolkata Knight Riders,34
829739,Feroz Shah Kotla,2,Kolkata Knight Riders,Delhi Daredevils,47
829741,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Kings XI Punjab,43
829741,"Sardar Patel Stadium, Motera",2,Kings XI Punjab,Rajasthan Royals,40
829743,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,43
829743,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,49
829745,M Chinnaswamy Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,45
829745,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,38
829747,Feroz Shah Kotla,1,Delhi Daredevils,Mumbai Indians,45
829747,Feroz Shah Kotla,2,Mumbai Indians,Delhi Daredevils,48
829749,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Royal Challengers Bangalore,48
829749,"Sardar Patel Stadium, Motera",2,Royal Challengers Bangalore,Rajasthan Royals,49
829751,Wankhede Stadium,1,Mumbai Indians,Sunrisers Hyderabad,46
829751,Wankhede Stadium,2,Sunrisers Hyderabad,Mumbai Indians,52
829753,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kings XI Punjab,53
829753,"MA Chidambaram Stadium, Chepauk",2,Kings XI Punjab,Chennai Super Kings,39
829757,Feroz Shah Kotla,1,Delhi Daredevils,Royal Challengers Bangalore,36
829757,Feroz Shah Kotla,2,Royal Challengers Bangalore,Delhi Daredevils,50
829759,"Punjab Cricket Association Stadium, Mohali",1,Sunrisers Hyderabad,Kings XI Punjab,56
829759,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Sunrisers Hyderabad,31
829761,Eden Gardens,1,Kolkata Knight Riders,Delhi Daredevils,50
829761,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,36
829763,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,50
829765,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kolkata Knight Riders,53
829765,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,Chennai Super Kings,54
829767,Feroz Shah Kotla,1,Kings XI Punjab,Delhi Daredevils,23
829767,Feroz Shah Kotla,2,Delhi Daredevils,Kings XI Punjab,41
829769,Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,47
829769,Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,55
829771,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,61
829771,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,62
829773,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Chennai Super Kings,76
829773,"Rajiv Gandhi International Stadium, Uppal",2,Chennai Super Kings,Sunrisers Hyderabad,54
829775,"Punjab Cricket Association Stadium, Mohali",1,Mumbai Indians,Kings XI Punjab,51
829775,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Mumbai Indians,45
829777,Brabourne Stadium,1,Rajasthan Royals,Delhi Daredevils,43
829777,Brabourne Stadium,2,Delhi Daredevils,Rajasthan Royals,55
829779,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Royal Challengers Bangalore,37
829779,"MA Chidambaram Stadium, Chepauk",2,Royal Challengers Bangalore,Chennai Super Kings,42
829781,Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,55
829781,Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,33
829783,Wankhede Stadium,1,Delhi Daredevils,Mumbai Indians,44
829783,Wankhede Stadium,2,Mumbai Indians,Delhi Daredevils,41
829785,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,66
829785,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,34
